name_en,name_ar,short_description_en,short_description_ar,description_en,description_ar,total_quantity,sku,price,expiry_alarm_before,brand_id,active,free_shipping,allow_review,slug,vendor_id,image_url,final_price
"Electrostar LD285NMJD7 No Frost Majesta Deep Freezer, 7 Drawers, 285 L - Silver",ديب فريزر نوفروست ماجيستا من الكتروستار LD285NMJD7، 7 ادراج، 285 لتر - فضي,"Electrostar LD285NMJD7 No Frost Majesta Deep Freezer, 7 Drawers, 285 L - Silver",ديب فريزر نوفروست ماجيستا من الكتروستار LD285NMJD7، 7 ادراج، 285 لتر - فضي,Brand: Electrostar<br>Manufacturer Number: LD285NMJD7<br>Color: Silver<br>Package thickness: 80 centimeters<br>Depth: 60 Centimeters<br>Package weight in KGs: 75000 grams<br>Height: 173 Centimeters<br>Width: 71 Centimeters<br>Material: Metal<br>Model Number: LD285NMJD7<br>Capacity: 285 liters<br>Style: Upright Freezer<br>EAN-13: 6223007330176<br>Expirable: <br>External Product ID Type: EAN-13<br>Package height: 175 centimeters<br>Package Width: 85 centimeters<br>External Product ID: 6223007330176<br>Serial Scan Required: <br>Item EAN: 2725606960685<br>Shipping Weight: 50 kilograms<br>,الرقم المصنعي: LD285NMJD7<br>حزمة سمك: 80 centimeters<br>وزن الحزمة: 75000 grams<br>السعة: 285 liters<br>EAN-13: 6223007330176<br>العلامة التجارية: الكتروستار<br>اللون: فضي<br>العمق: 60 سنتيمتر<br>ارتفاع: 173 سنتيمتر<br>العرض: 71 سنتيمتر<br>المادة: معدن<br>رقم الموديل: LD285NMJD7<br>النمط: فريزر علوي جانبي<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 6223007330176<br>الرقم المميز للسلعة: 2725606960685<br>وزن الشحن: 50 كيلوجرام<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,1924190378,6275,30,592,1,0,1,Electrostar-LD285NMJD7-No-Frost-Majesta-Deep-Freezer-7-Drawers-285-L-Silver,1,/images/24238/item_XXL_131874056_de1c5541c9e89.jpg,6275
"Electrostar LD220NMJDO Majesta No Frost Upright Deep Freezer, 5 Drawers - Silver",ديب فريزر رأسي نو فروست ماجيستا من الكتروستار LD220NMJDO، 5 ادراج - فضي,"Electrostar LD220NMJDO Majesta No Frost Upright Deep Freezer, 5 Drawers - Silver",ديب فريزر رأسي نو فروست ماجيستا من الكتروستار LD220NMJDO، 5 ادراج - فضي,Brand: Electrostar<br>Manufacturer Number: LD220NMJDO<br>Color: Silver<br>Package thickness: 55 centimeters<br>Depth: 592 millimeters<br>Package weight in KGs: 44000 grams<br>Height: 1310 millimeters<br>Width: 600 millimeters<br>Material: Metal<br>Model Number: LD220NMJDO<br>Capacity: 215 liters<br>Style: Freezer<br>EAN-13: 6223007330244<br>Expirable: <br>External Product ID Type: EAN-13<br>Package height: 120 centimeters<br>Package Width: 55 centimeters<br>External Product ID: 6223007330244<br>Serial Scan Required: <br>Item EAN: 2725516458180<br>Shipping Weight: 60 kilograms<br>,الرقم المصنعي: LD220NMJDO<br>حزمة سمك: 55 centimeters<br>وزن الحزمة: 44000 grams<br>السعة: 215 liters<br>EAN-13: 6223007330244<br>العلامة التجارية: الكتروستار<br>اللون: فضي<br>العمق: 592 مللي متر<br>ارتفاع: 1310 مللي متر<br>العرض: 600 مللي متر<br>المادة: معدن<br>رقم الموديل: LD220NMJDO<br>النمط: فريزر<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 6223007330244<br>الرقم المميز للسلعة: 2725516458180<br>وزن الشحن: 60 كيلوجرام<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,3692973540,4999,30,592,1,0,1,Electrostar-LD220NMJDO-Majesta-No-Frost-Upright-Deep-Freezer-5-Drawers-Silver,1,/images/24240/item_XXL_122894921_370a3ee9f2740.jpg,4999
Fresh FDF-270 Chest Freezer - Silver,فريزر افقي FDF-270 من فريش - فضي,Fresh FDF-270 Chest Freezer - Silver,فريزر افقي FDF-270 من فريش - فضي,Brand: Fresh<br>Color: Silver<br>Package thickness: 65 centimeters<br>Depth: 705<br>Package weight in KGs: 55000 grams<br>Height: 875<br>Width: 825<br>Material: Metal<br>Model Number: FDF-270<br>Capacity: 215 Liters<br>Style: Chest Freezer<br>Expirable: <br>Package height: 65 centimeters<br>Package Width: 110 centimeters<br>Serial Scan Required: <br>Item EAN: 2724445929266<br>Shipping Weight: 38<br>,حزمة سمك: 65 centimeters<br>وزن الحزمة: 55000 grams<br>السعة: 215 Liters<br>العلامة التجارية: فريش<br>اللون: فضي<br>العمق: 705<br>ارتفاع: 875<br>العرض: 825<br>المادة: معدن<br>رقم الموديل: FDF-270<br>النمط: فريزر في الوسط<br>الرقم المميز للسلعة: 2724445929266<br>وزن الشحن: 38<br>,100,6246156907,3709,30,6,1,0,1,Fresh-FDF-270-Chest-Freezer-Silver,1,/images/24243/item_XXL_22353440_30298833.jpg,3709
"Toshiba Gf-18H-S No Frost Deep Freezer with 4 Drawer and Quick Freeze, 195 Liters, Silver",ديب فريزر نوفروست 4 درج بخاصية التجميد السريع من توشيبا GF-18H-S، 195 لتر، فضي,"Toshiba Gf-18H-S No Frost Deep Freezer with 4 Drawer and Quick Freeze, 195 Liters, Silver",ديب فريزر نوفروست 4 درج بخاصية التجميد السريع من توشيبا GF-18H-S، 195 لتر، فضي,Brand: Toshiba<br>Manufacturer Number: GF-18H-S<br>Color: Silver<br>Package thickness: 44 centimeters<br>Depth: 650 mm<br>Package weight in KGs: 44000 grams<br>Height: 1175 mm<br>Width: 604 mm<br>Material: Metal<br>Model Number: GF-18H-S<br>Capacity: 195 Liter<br>Style: Freezer<br>Expirable: <br>External Product ID Type: Not Available<br>Package height: 165 centimeters<br>Package Width: 44 centimeters<br>External Product ID: 1111111111111<br>Serial Scan Required: <br>Item EAN: 2724335694939<br>Shipping Weight: 53 kg<br>,الرقم المصنعي: GF-18H-S<br>حزمة سمك: 44 centimeters<br>وزن الحزمة: 44000 grams<br>عمق: 650 mm<br>السعة: 195 Liter<br>العلامة التجارية: توشيبا<br>اللون: فضي<br>العمق: 650 ملم<br>ارتفاع: 1175 ملم<br>العرض: 604 ملم<br>المادة: معدن<br>رقم الموديل: GF-18H-S<br>النمط: فريزر<br>نوع معرف المنتج الخارجي: Not Available<br>معرف المنتج الخارجي: 1111111111111<br>الرقم المميز للسلعة: 2724335694939<br>وزن الشحن: 53 كغ<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,1942886026,6394,30,65,1,0,1,Toshiba-Gf-18H-S-No-Frost-Deep-Freezer-with-4-Drawer-and-Quick-Freeze-195-Liters-Silver,1,/images/24245/item_XXL_11424806_16074666.jpg,6394
"Toshiba GF-22H-G No Frost Quick Freezing Deep Freezer with 5 Drawers, 230 Liters, Gold",ديب فريزر نوفروست 5 درج بخاصية التجميد السريع من توشيبا GF-22H-G، 230 لتر، ذهبي,"Toshiba GF-22H-G No Frost Quick Freezing Deep Freezer with 5 Drawers, 230 Liters, Gold",ديب فريزر نوفروست 5 درج بخاصية التجميد السريع من توشيبا GF-22H-G، 230 لتر، ذهبي,Brand: Toshiba<br>Manufacturer Number: GF-22H-G<br>Color: Gold<br>Package thickness: 75 centimeters<br>Depth: 650 mm<br>Package weight in KGs: 65000 grams<br>Height: 1367 mm<br>Width: 604 mm<br>Material: Metal<br>Model Number: GF-22H-G<br>Capacity: 230 Liter<br>Style: Freezer<br>EAN-13: 6221127005844<br>Expirable: <br>External Product ID Type: Not Available<br>Package height: 160 centimeters<br>Package Width: 80 centimeters<br>External Product ID: 1111111111111<br>Serial Scan Required: <br>Item EAN: 2724329640577<br>Shipping Weight: 58 kg<br>,الرقم المصنعي: GF-22H-G<br>حزمة سمك: 75 centimeters<br>وزن الحزمة: 65000 grams<br>عمق: 650 mm<br>السعة: 230 Liter<br>EAN-13: 6221127005844<br>العلامة التجارية: توشيبا<br>اللون: ذهبي<br>العمق: 650 ملم<br>ارتفاع: 1367 ملم<br>العرض: 604 ملم<br>المادة: معدن<br>رقم الموديل: GF-22H-G<br>النمط: فريزر<br>نوع معرف المنتج الخارجي: غير متاح<br>معرف المنتج الخارجي: 1111111111111<br>الرقم المميز للسلعة: 2724329640577<br>وزن الشحن: 58 كغ<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,6971899491,7198.99,30,65,1,0,1,Toshiba-GF-22H-G-No-Frost-Quick-Freezing-Deep-Freezer-with-5-Drawers-230-Liters-Gold,1,/images/24246/item_XXL_10845089_7e2c23da07b32.jpg,7198.99
"Toshiba GF-18H-G Deep Freezer 4 Drawer- Gold, 195 Liter",ديب فريزر توشيبا 4 درج ذهبى 195 لتر GF-18H-G,"Toshiba GF-18H-G Deep Freezer 4 Drawer- Gold, 195 Liter",ديب فريزر توشيبا 4 درج ذهبى 195 لتر GF-18H-G,Brand: Toshiba<br>Color: Gold<br>Package thickness: 55 centimeters<br>Depth: 650 mm<br>Package weight in KGs: 44000 grams<br>Height: 1175 mm<br>Width: 604 mm<br>Material: Metal<br>Model Number: GF-18H-G<br>Capacity: 7 cubic_feet<br>Style: Freezer<br>EAN-13: 6221127005820<br>Expirable: <br>Package height: 145 centimeters<br>Package Width: 55 centimeters<br>Serial Scan Required: <br>Item EAN: 2724330376786<br>Shipping Weight: 27 kg<br>,حزمة سمك: 55 centimeters<br>وزن الحزمة: 44000 grams<br>عمق: 650 mm<br>السعة: 7 cubic_feet<br>EAN-13: 6221127005820<br>العلامة التجارية: توشيبا<br>اللون: ذهبي<br>العمق: 65 سم<br>ارتفاع: 1175 ملم<br>العرض: 604 ملم<br>المادة: معدن<br>رقم الموديل: ملم 650<br>النمط: فريزر<br>الرقم المميز للسلعة: 2724330376786<br>وزن الشحن: 27 kg<br>,100,4092401316,5340,30,65,1,0,1,Toshiba-GF-18H-G-Deep-Freezer-4-Drawer-Gold-195-Liter,1,/images/24248/item_XXL_10916978_14838553.jpg,5340
"Toshiba GF-22H-S No Frost Deep Freezer with 5 Drawer and Quick Freeze, 230 Liters, Silver",ديب فريزر نوفروست 5 درج بخاصية التجميد السريع من توشيبا GF-22H-S، 230 لتر، فضي,"Toshiba GF-22H-S No Frost Deep Freezer with 5 Drawer and Quick Freeze, 230 Liters, Silver",ديب فريزر نوفروست 5 درج بخاصية التجميد السريع من توشيبا GF-22H-S، 230 لتر، فضي,Brand: Toshiba<br>Manufacturer Number: GF-22H-S<br>Color: Silver<br>Package thickness: 45 centimeters<br>Depth: 650 mm<br>Package weight in KGs: 44000 grams<br>Height: 1367 mm<br>Width: 604 mm<br>Material: Metal<br>Model Number: GF-22H-S<br>Capacity: 230 Liters<br>Style: Freezer<br>EAN-13: 6221127005851<br>Expirable: <br>External Product ID Type: Not Available<br>Package height: 120 centimeters<br>Package Width: 45 centimeters<br>External Product ID: 1111111111111<br>Serial Scan Required: <br>Item EAN: 2724330001848<br>Shipping Weight: 58 kg<br>,الرقم المصنعي: GF-22H-S<br>حزمة سمك: 45 centimeters<br>وزن الحزمة: 44000 grams<br>عمق: 650 mm<br>السعة: 230 Liters<br>EAN-13: 6221127005851<br>العلامة التجارية: توشيبا<br>اللون: فضي<br>العمق: 650 ملم<br>ارتفاع: 1367 ملم<br>العرض: 604 ملم<br>المادة: معدن<br>رقم الموديل: GF-22H-S<br>النمط: فريزر<br>نوع معرف المنتج الخارجي: غير متاح<br>معرف المنتج الخارجي: 1111111111111<br>الرقم المميز للسلعة: 2724330001848<br>وزن الشحن: 58 كغ<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,1433289139,6299,30,65,1,0,1,Toshiba-GF-22H-S-No-Frost-Deep-Freezer-with-5-Drawer-and-Quick-Freeze-230-Liters-Silver,1,/images/24249/item_XXL_10880059_14724781.jpg,6299
"Ariete Steam Iron 2200 Watt,Multi Color - Iron 6232","ايريت مكواة بخار 2200,متعدد الالوان - Iron 6232","Ariete Steam Iron 2200 Watt,Multi Color - Iron 6232","ايريت مكواة بخار 2200,متعدد الالوان - Iron 6232",Brand: Ariete<br>Power: 2200 Watt<br>Base Plate Type: Steel<br>Model Number: Iron 6232<br>Iron Type: Steam Iron<br>External Product ID Type: EAN-13<br>External Product ID: 8003705110182<br>Item EAN: 2725009666818<br>Color: Multi Color<br>,الطاقة: 2200 Watt<br>العلامة التجارية: ايريت<br>نوع لوحة القاعدة: معدن<br>نوع المكواة: مكواة بخار<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 8003705110182<br>الرقم المميز للسلعة: 2725009666818<br>اللون: متعدد  الالوان<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,9808701494,550,30,175,1,0,1,Ariete-Steam-Iron-2200-Watt-Multi-Color-Iron-6232,1,/images/24251/item_XXL_72367192_87f92f063db3e.jpg,550
"Ariete Steam Iron 6214, Ceramic, 2000 watt, Gray\White",مكواة بخار من اريتى، سطح سيراميك، 2000 واط، رمادى - 6214,"Ariete Steam Iron 6214, Ceramic, 2000 watt, Gray\White",مكواة بخار من اريتى، سطح سيراميك، 2000 واط، رمادى - 6214,Brand: Ariete<br>Package thickness: 34.2 centimeters<br>Package weight in KGs: 1640 grams<br>Power: 2000 واط<br>Base Plate Type: Ceramic<br>Model Number: N\A<br>Iron Type: Steam Iron<br>EAN-13: 8003705107021<br>Expirable: <br>External Product ID Type: EAN-13<br>Package height: 16.6 centimeters<br>Package Width: 15.2 centimeters<br>External Product ID: 3030050741260<br>Serial Scan Required: <br>Item EAN: 2724970606168<br>Color: Grey<br>,حزمة سمك: 34.2 centimeters<br>وزن الحزمة: 1640 grams<br>الطاقة: 2000 واط<br>EAN-13: 8003705107021<br>العلامة التجارية: اريتى<br>نوع لوحة القاعدة: سيراميك<br>نوع المكواة: مكواة بخار<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 3030050741260<br>الرقم المميز للسلعة: 2724970606168<br>اللون: رمادي<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,7835871691,437,30,175,1,0,1,Ariete-Steam-Iron-6214-Ceramic-2000-watt-Gray-White,1,/images/24254/item_XXL_68472636_3d7c1de5c6ae3.jpg,437
"Ariete Steam Iron 6235, 2000 watt, Purple\White",مكواة بخار اريتى، 2000 واط، بنفسجى - 6235,"Ariete Steam Iron 6235, 2000 watt, Purple\White",مكواة بخار اريتى، 2000 واط، بنفسجى - 6235,Brand: Ariete<br>Package thickness: 30.6 centimeters<br>Package weight in KGs: 1020 grams<br>Power: 2000 Watt<br>Base Plate Type: Ceramic<br>Model Number: N\A<br>Iron Type: Steam Iron<br>EAN-13: 8003705114265<br>Expirable: <br>External Product ID Type: EAN-13<br>Package height: 14.6 centimeters<br>Package Width: 13.2 centimeters<br>External Product ID: 3030050056942<br>Serial Scan Required: <br>Item EAN: 2724970606144<br>Color: Multi Color<br>,حزمة سمك: 30.6 centimeters<br>وزن الحزمة: 1020 grams<br>الطاقة: 2000 Watt<br>EAN-13: 8003705114265<br>العلامة التجارية: اريتى<br>نوع لوحة القاعدة: سيراميك<br>نوع المكواة: مكواة بخار<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 3030050056942<br>الرقم المميز للسلعة: 2724970606144<br>اللون: متعدد  الالوان<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,5068138719,431,30,175,1,0,1,Ariete-Steam-Iron-6235-2000-watt-Purple-White,1,/images/24255/item_XXL_68472635_18d95f85f22bd.jpg,431
"Ariete Steam Iron 6224, 800 watt, Red\White",مكواة بخار من اريتى، 800 واط، احمر - 6224,"Ariete Steam Iron 6224, 800 watt, Red\White",مكواة بخار من اريتى، 800 واط، احمر - 6224,Brand: Ariete<br>Package thickness: 13.8 centimeters<br>Package weight in KGs: 776 grams<br>Power: 800 watt<br>Base Plate Type: Steel<br>Model Number: N\A<br>Iron Type: Travel Iron<br>EAN-13: 8003705107915<br>Expirable: <br>External Product ID Type: EAN-13<br>Package height: 17.6 centimeters<br>Package Width: 5.6 centimeters<br>External Product ID: 8003705107915<br>Serial Scan Required: <br>Item EAN: 2724970606182<br>Color: Red<br>,حزمة سمك: 13.8 centimeters<br>وزن الحزمة: 776 grams<br>الطاقة: 800 watt<br>EAN-13: 8003705107915<br>العلامة التجارية: ايريت<br>نوع لوحة القاعدة: معدن<br>نوع المكواة: مكواة سفر<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 8003705107915<br>الرقم المميز للسلعة: 2724970606182<br>اللون: احمر<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,1458040438,399,30,175,1,0,1,Ariete-Steam-Iron-6224-800-watt-Red-White,1,/images/24256/item_XXL_68472637_44d5d71f11fc8.jpg,399
"Ariete Steam Iron 6243, 2200 watt, Purple\White",مكواة بخار اريتى، 2200 واط، بنفسجى - 6243,"Ariete Steam Iron 6243, 2200 watt, Purple\White",مكواة بخار اريتى، 2200 واط، بنفسجى - 6243,Brand: Ariete<br>Package thickness: 31.4 centimeters<br>Package weight in KGs: 1414 grams<br>Power: 2200 watts<br>Base Plate Type: Ceramic<br>Model Number: 6243<br>Iron Type: Steam Iron<br>EAN-13: 8003705114272<br>Expirable: <br>External Product ID Type: EAN-13<br>Package height: 14.4 centimeters<br>Package Width: 15 centimeters<br>External Product ID: 8003705114272<br>Serial Scan Required: <br>Item EAN: 2724970606205<br>Color: Purple<br>,حزمة سمك: 31.4 centimeters<br>وزن الحزمة: 1414 grams<br>الطاقة: 2200 watts<br>EAN-13: 8003705114272<br>العلامة التجارية: ايريت<br>نوع لوحة القاعدة: سيراميك<br>نوع المكواة: مكواة بخار<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 8003705114272<br>الرقم المميز للسلعة: 2724970606205<br>اللون: ارجواني<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,1775701159,394,30,175,1,0,1,Ariete-Steam-Iron-6243-2200-watt-Purple-White,1,/images/24257/item_XXL_68472638_a4693fe283bac.jpg,394
